FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p542926,2013p542926,2013-07-20T21:11:11.901,174.3308,-41.6024,20.5859,1.6762,M,automatic,12,,WEL(GNS_Primary),2013-07-20T21:12:52.222,POINT (174.33075 -41.602411)
quake.2013p542922,2013p542922,2013-07-20T21:08:52.47,174.6226,-41.5082,12.6758,2.7144,M,automatic,23,,WEL(GNS_Primary),2013-07-20T21:11:06.649,POINT (174.62258 -41.508201)
quake.2013p542918,2013p542918,2013-07-20T21:07:01.581,174.36,-41.5716,14.7266,2.9982,M,reviewed,22,,WEL(GNS_Primary),2013-07-20T21:56:00.19,POINT (174.35995 -41.571574)
quake.2013p542914,2013p542914,2013-07-20T21:05:10.207,174.384,-41.5756,5.1172,2.1855,M,automatic,25,,WEL(GNS_Primary),2013-07-20T21:07:25.743,POINT (174.38402 -41.575618)
quake.2013p542908,2013p542908,2013-07-20T21:01:38.008,174.4116,-41.5825,8.1055,2.9582,M,reviewed,24,,WEL(GNS_Primary),2013-07-22T02:34:09.015,POINT (174.41155 -41.582475)
quake.2013p542903,2013p542903,2013-07-20T20:59:01.216,174.3623,-41.5975,14.4922,2.8078,M,automatic,36,,WEL(GNS_Primary),2013-07-20T21:07:23.708,POINT (174.36232 -41.5975)
quake.2013p542901,2013p542901,2013-07-20T20:57:48.017,174.3467,-41.5987,5.1172,2.4937,M,automatic,20,,WEL(GNS_Primary),2013-07-20T21:00:34.646,POINT (174.34672 -41.59871)
quake.2013p542898,2013p542898,2013-07-20T20:56:22.426,174.3655,-41.6076,15.8984,2.9046,M,automatic,54,,WEL(GNS_Primary),2013-07-20T21:07:13.375,POINT (174.36547 -41.607602)
quake.2013p542895,2013p542895,2013-07-20T20:54:59.429,174.4035,-41.6325,12.7344,2.1492,M,automatic,21,,WEL(GNS_Primary),2013-07-20T20:57:02.3,POINT (174.40348 -41.632491)
quake.2013p542891,2013p542891,2013-07-20T20:52:28.789,174.3658,-41.6208,7.5195,2.7232,M,automatic,42,,WEL(GNS_Primary),2013-07-20T20:56:27.07,POINT (174.36585 -41.62075)
quake.2013p542885,2013p542885,2013-07-20T20:50:24.259,174.3716,-41.5761,12.1484,2.4567,M,automatic,31,,WEL(GNS_Primary),2013-07-20T20:52:30.575,POINT (174.37162 -41.576088)
quake.2013p542883,2013p542883,2013-07-20T20:48:21.648,174.3498,-41.5775,5.7031,1.9566,M,automatic,17,,WEL(GNS_Primary),2013-07-20T20:50:18.394,POINT (174.34983 -41.577532)
quake.2013p542878,2013p542878,2013-07-20T20:45:43.99,174.3941,-41.6226,5.1172,2.286,M,automatic,21,,WEL(GNS_Primary),2013-07-20T20:48:01.246,POINT (174.39412 -41.622624)
quake.2013p542874,2013p542874,2013-07-20T20:43:45.851,174.3553,-41.5714,8.3984,2.1579,M,automatic,17,,WEL(GNS_Primary),2013-07-20T20:46:49.991,POINT (174.35534 -41.571438)
quake.2013p542873,2013p542873,2013-07-20T20:42:43.938,174.3753,-41.6035,5.0586,2.1895,M,automatic,24,,WEL(GNS_Primary),2013-07-20T20:44:35.662,POINT (174.37532 -41.603513)
quake.2013p542863,2013p542863,2013-07-20T20:37:44.008,174.396,-41.5783,15.7227,3.5301,M,reviewed,26,,WEL(GNS_Primary),2013-07-20T21:19:03.828,POINT (174.39597 -41.578264)
quake.2013p542853,2013p542853,2013-07-20T20:32:21.434,174.3881,-41.6108,17.5391,3.1517,M,automatic,64,,WEL(GNS_Primary),2013-07-20T20:59:25.046,POINT (174.38814 -41.610771)
quake.2013p542849,2013p542849,2013-07-20T20:30:18.468,174.3669,-41.5976,11.9141,3.1502,M,automatic,37,,WEL(GNS_Primary),2013-07-20T20:58:02.099,POINT (174.36693 -41.597636)
quake.2013p542846,2013p542846,2013-07-20T20:28:33.898,174.3218,-41.5371,27.6172,1.9603,M,automatic,14,,WEL(GNS_Primary),2013-07-20T20:30:20.153,POINT (174.32185 -41.537089)
quake.2013p542843,2013p542843,2013-07-20T20:27:06.851,174.3432,-41.5809,7.0508,2.6381,M,automatic,40,,WEL(GNS_Primary),2013-07-20T20:30:56.41,POINT (174.34317 -41.580881)
quake.2013p542840,2013p542840,2013-07-20T20:25:14.007,174.3542,-41.5789,5.1172,2.3911,M,automatic,24,,WEL(GNS_Primary),2013-07-20T20:27:55.792,POINT (174.35425 -41.578913)
quake.2013p542838,2013p542838,2013-07-20T20:24:12.614,174.3175,-41.5459,5.0586,2.4354,M,automatic,23,,WEL(GNS_Primary),2013-07-20T20:27:31.614,POINT (174.31747 -41.545926)
quake.2013p542834,2013p542834,2013-07-20T20:22:05.449,174.3867,-41.6099,5.1172,2.8389,M,automatic,32,,WEL(GNS_Primary),2013-07-20T20:55:23.299,POINT (174.38673 -41.609895)
quake.2013p542830,2013p542830,2013-07-20T20:20:16.495,174.3671,-41.5808,16.7773,3.1807,M,automatic,54,,WEL(GNS_Primary),2013-07-20T20:54:50.885,POINT (174.36708 -41.58075)
quake.2013p542828,2013p542828,2013-07-20T20:19:04.067,174.3936,-41.5945,5.0586,2.6262,M,automatic,34,,WEL(GNS_Primary),2013-07-20T20:21:06.341,POINT (174.39361 -41.594459)
quake.2013p542819,2013p542819,2013-07-20T20:14:05.913,174.3909,-41.571,16.8945,3.0948,M,automatic,51,,WEL(GNS_Primary),2013-07-20T20:17:46.412,POINT (174.39086 -41.571024)
quake.2013p542817,2013p542817,2013-07-20T20:13:00.141,174.3921,-41.5834,10.9766,2.6245,M,automatic,33,,WEL(GNS_Primary),2013-07-20T20:15:21.8,POINT (174.39214 -41.583364)
quake.2013p542812,2013p542812,2013-07-20T20:10:36.291,174.4027,-41.5954,5.1172,2.7734,M,automatic,24,,WEL(GNS_Primary),2013-07-20T20:13:25.282,POINT (174.40273 -41.595352)
quake.2013p542804,2013p542804,2013-07-20T20:06:45.135,174.618,-41.4864,15.0195,3.1761,M,automatic,28,,WEL(GNS_Primary),2013-07-20T20:09:47.051,POINT (174.61798 -41.486381)
quake.2013p542802,2013p542802,2013-07-20T20:05:05.167,174.389,-41.5841,10.0391,3.1304,M,reviewed,23,,WEL(GNS_Primary),2013-07-20T21:12:57.858,POINT (174.38895 -41.584104)
quake.2013p542799,2013p542799,2013-07-20T20:03:38.537,174.3868,-41.4883,5.0586,3.0444,M,automatic,24,,WEL(GNS_Primary),2013-07-20T20:06:39.697,POINT (174.38676 -41.488328)
quake.2013p542792,2013p542792,2013-07-20T20:00:02.073,174.3817,-41.6129,13.2617,3.4411,M,reviewed,26,,WEL(GNS_Primary),2013-07-20T20:55:34.777,POINT (174.38166 -41.612874)
quake.2013p542790,2013p542790,2013-07-20T19:58:55.553,174.3786,-41.6022,10.2734,3.4102,M,reviewed,18,,WEL(GNS_Primary),2013-07-21T00:58:25.545,POINT (174.3786 -41.60215)
quake.2013p542788,2013p542788,2013-07-20T19:57:38.222,174.3542,-41.5476,30.5469,3.3614,M,automatic,12,,WEL(GNS_Primary),2013-07-20T20:00:35.8,POINT (174.35421 -41.547633)
quake.2013p542778,2013p542778,2013-07-20T19:52:26.565,174.3522,-41.6347,16.3672,3.3188,M,reviewed,11,,WEL(GNS_Primary),2013-07-20T20:45:59.623,POINT (174.35223 -41.634738)
quake.2013p542771,2013p542771,2013-07-20T19:48:51.021,174.504,-41.7489,12.7344,2.9287,M,automatic,24,,WEL(GNS_Primary),2013-07-20T19:52:04.342,POINT (174.50396 -41.748873)
quake.2013p542769,2013p542769,2013-07-20T19:47:30.887,174.3364,-41.6059,5.1172,2.8926,M,automatic,12,,WEL(GNS_Primary),2013-07-20T19:50:33.093,POINT (174.33641 -41.605914)
quake.2013p542764,2013p542764,2013-07-20T19:45:06.697,174.3562,-41.6182,10.0391,3.8536,M,reviewed,23,,WEL(GNS_Primary),2013-07-20T20:38:00.814,POINT (174.3562 -41.618173)
quake.2013p542760,2013p542760,2013-07-20T19:43:39.061,174.3613,-41.5941,10.0391,3.7791,M,reviewed,17,,WEL(GNS_Primary),2013-07-20T20:24:13.24,POINT (174.36127 -41.594133)
quake.2013p542756,2013p542756,2013-07-20T19:40:54.3,174.3612,-41.5839,5.0586,2.9931,M,automatic,37,,WEL(GNS_Primary),2013-07-20T19:44:06.015,POINT (174.36122 -41.583914)
quake.2013p542750,2013p542750,2013-07-20T19:37:30.95,174.3538,-41.582,14.082,3.1696,M,reviewed,23,,WEL(GNS_Primary),2013-07-20T22:37:34.183,POINT (174.35379 -41.582027)
quake.2013p542746,2013p542746,2013-07-20T19:35:26.777,174.3616,-41.5814,12.5586,3.4474,M,reviewed,26,,WEL(GNS_Primary),2013-07-20T22:24:20.943,POINT (174.36159 -41.581423)
quake.2013p542743,2013p542743,2013-07-20T19:33:37.088,174.7927,-41.3433,7.6953,2.5346,M,automatic,11,,WEL(GNS_Primary),2013-07-20T19:35:22.827,POINT (174.7927 -41.343295)
quake.2013p542737,2013p542737,2013-07-20T19:30:32.147,174.3626,-41.6065,19.3555,4.4116,M,reviewed,24,,WEL(GNS_Primary),2013-07-21T23:47:40.87,POINT (174.36255 -41.606474)
quake.2013p542727,2013p542727,2013-07-20T19:25:12.824,174.3512,-41.6049,9.9805,3.7386,M,reviewed,23,,WEL(GNS_Primary),2013-07-20T20:15:52.6,POINT (174.35121 -41.604889)
quake.2013p542721,2013p542721,2013-07-20T19:22:07.897,174.3781,-41.5631,9.9805,4.1388,M,reviewed,25,,WEL(GNS_Primary),2013-07-20T19:58:56.833,POINT (174.37814 -41.563142)
quake.2013p542718,2013p542718,2013-07-20T19:20:16.234,174.3574,-41.5734,13.4961,4.3234,M,reviewed,15,,WEL(GNS_Primary),2013-07-20T19:29:19.268,POINT (174.35737 -41.573375)
quake.2013p542711,2013p542711,2013-07-20T19:17:10.845,174.4046,-41.5564,19.8242,5.8023,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T23:39:40.36,POINT (174.40455 -41.556413)
quake.2013p542688,2013p542688,2013-07-20T19:04:42.567,174.3918,-41.5702,17.5977,4.1926,M,reviewed,26,,WEL(GNS_Primary),2013-07-20T19:15:18.424,POINT (174.39175 -41.570216)
quake.2013p542486,2013p542486,2013-07-20T17:16:49.434,174.3699,-41.5247,26.7969,1.6765,M,automatic,10,,WEL(GNS_Primary),2013-07-20T17:19:13.47,POINT (174.36989 -41.52474)
quake.2013p542465,2013p542465,2013-07-20T17:05:43.125,174.4101,-41.5449,17.2461,3.4004,M,reviewed,30,,WEL(GNS_Primary),2013-07-21T00:56:37.033,POINT (174.41008 -41.544899)
quake.2013p542033,2013p542033,2013-07-20T13:15:21.345,174.4131,-41.5665,7.2266,1.8775,M,automatic,19,,WEL(GNS_Primary),2013-07-20T13:17:21.758,POINT (174.41311 -41.566465)
quake.2013p541894,2013p541894,2013-07-20T12:01:10.312,174.4213,-41.5525,9.8047,1.8214,M,automatic,20,,WEL(GNS_Primary),2013-07-20T12:05:15.913,POINT (174.4213 -41.552527)
quake.2013p541636,2013p541636,2013-07-20T09:43:41.935,174.1007,-41.6449,5.1172,1.9177,M,automatic,16,,WEL(GNS_Primary),2013-07-20T09:45:51.821,POINT (174.10072 -41.644864)
quake.2013p541582,2013p541582,2013-07-20T09:15:25.092,174.4186,-41.5182,16.1328,1.6843,M,automatic,12,,WEL(GNS_Primary),2013-07-20T09:17:02.462,POINT (174.41859 -41.51825)
quake.2013p541569,2013p541569,2013-07-20T09:08:14.4,174.3869,-41.5665,5.1172,1.9278,M,automatic,20,,WEL(GNS_Primary),2013-07-20T09:10:17.671,POINT (174.38689 -41.566528)
quake.2013p541328,2013p541328,2013-07-20T06:59:50.451,174.4237,-41.5146,14.6094,2.1001,M,automatic,27,,WEL(GNS_Primary),2013-07-20T07:01:41.529,POINT (174.42373 -41.514648)
quake.2013p540634,2013p540634,2013-07-20T00:50:18.301,174.1863,-41.5781,12.1484,1.8418,M,automatic,15,,WEL(GNS_Primary),2013-07-20T00:52:13.465,POINT (174.1863 -41.578143)
quake.2013p540601,2013p540601,2013-07-20T00:32:43.919,174.4071,-41.5546,10.0391,2.0062,M,automatic,22,,WEL(GNS_Primary),2013-07-20T00:34:34.245,POINT (174.40713 -41.554612)
quake.2013p540430,2013p540430,2013-07-19T23:01:26.629,174.4088,-41.5536,10.918,1.8837,M,automatic,22,,WEL(GNS_Primary),2013-07-19T23:04:16.985,POINT (174.40881 -41.553619)
quake.2013p540243,2013p540243,2013-07-19T21:21:44.417,174.297,-41.7582,11.6797,1.7698,M,automatic,14,,WEL(GNS_Primary),2013-07-19T21:23:46.55,POINT (174.29697 -41.758232)
quake.2013p539713,2013p539713,2013-07-19T16:39:20.429,174.4408,-41.5348,12.1484,1.4747,M,automatic,14,,WEL(GNS_Primary),2013-07-19T16:41:10.425,POINT (174.44084 -41.534752)
quake.2013p539696,2013p539696,2013-07-19T16:30:27.472,174.4384,-41.5461,15.957,2.2877,M,automatic,33,,WEL(GNS_Primary),2013-07-19T16:32:47.428,POINT (174.43841 -41.546149)
quake.2013p539581,2013p539581,2013-07-19T15:29:01.994,174.1553,-41.0442,47.5391,1.905,M,automatic,16,,WEL(GNS_Primary),2013-07-19T15:31:35.732,POINT (174.15526 -41.044193)
quake.2013p539076,2013p539076,2013-07-19T11:00:09.875,174.3742,-41.5586,17.5391,3.3232,M,reviewed,26,,WEL(GNS_Primary),2013-07-19T20:59:13.707,POINT (174.37417 -41.558647)
quake.2013p538942,2013p538942,2013-07-19T09:48:04.508,174.3079,-41.13,156.875,1.6614,M,automatic,12,,WEL(GNS_Primary),2013-07-19T09:50:38.239,POINT (174.30786 -41.130045)
quake.2013p538821,2013p538821,2013-07-19T08:43:58.121,174.4504,-41.5217,8.3984,1.5965,M,automatic,13,,WEL(GNS_Primary),2013-07-19T08:45:47.361,POINT (174.45044 -41.52169)
quake.2013p538743,2013p538743,2013-07-19T08:02:36.344,174.6465,-41.443,12.793,1.5579,M,automatic,16,,WEL(GNS_Primary),2013-07-19T08:05:53.531,POINT (174.64646 -41.443019)
quake.2013p538424,2013p538424,2013-07-19T05:12:39.605,174.4156,-41.5334,16.543,2.8902,M,automatic,58,,WEL(GNS_Primary),2013-07-19T05:16:17.547,POINT (174.41561 -41.533384)
quake.2013p538411,2013p538411,2013-07-19T05:05:29.701,174.5889,-41.4474,13.5547,1.8584,M,automatic,18,,WEL(GNS_Primary),2013-07-19T05:07:32.328,POINT (174.58891 -41.447369)
quake.2013p538402,2013p538402,2013-07-19T05:00:48.784,174.4446,-41.5351,11.1523,2.2576,M,automatic,32,,WEL(GNS_Primary),2013-07-19T05:02:52.046,POINT (174.44464 -41.535073)
quake.2013p538315,2013p538315,2013-07-19T04:14:32.182,174.8284,-41.3241,25.918,1.973,M,automatic,22,,WEL(GNS_Primary),2013-07-19T04:16:13.032,POINT (174.82839 -41.324126)
quake.2013p538299,2013p538299,2013-07-19T04:05:46.185,174.4525,-41.5501,7.2266,2.0377,M,automatic,23,,WEL(GNS_Primary),2013-07-19T04:08:44.413,POINT (174.45248 -41.550108)
quake.2013p538279,2013p538279,2013-07-19T03:55:09.17,174.4237,-41.5363,13.6719,1.9859,M,automatic,20,,WEL(GNS_Primary),2013-07-19T03:59:39.175,POINT (174.42366 -41.536332)
quake.2013p538254,2013p538254,2013-07-19T03:42:11.394,174.4379,-41.5336,17.1289,3.2151,M,reviewed,29,,WEL(GNS_Primary),2013-07-19T03:54:45.83,POINT (174.43792 -41.533624)
quake.2013p538215,2013p538215,2013-07-19T03:21:14.944,174.4299,-41.5361,14.9609,4.5759,M,reviewed,21,,WEL(GNS_Primary),2013-07-21T23:06:46.503,POINT (174.42986 -41.536097)
quake.2013p538028,2013p538028,2013-07-19T01:41:40.196,174.4038,-41.5614,5.0586,1.6122,M,automatic,14,,WEL(GNS_Primary),2013-07-19T01:43:29.98,POINT (174.40383 -41.561396)
quake.2013p538005,2013p538005,2013-07-19T01:29:33.894,174.437,-41.5344,14.9023,2.8154,M,automatic,55,,WEL(GNS_Primary),2013-07-19T01:32:11.609,POINT (174.43703 -41.534432)
quake.2013p537976,2013p537976,2013-07-19T01:14:04.11,174.9727,-41.645,87.9688,1.9369,M,automatic,11,,WEL(GNS_Primary),2013-07-19T01:17:00.965,POINT (174.97271 -41.645046)
quake.2013p537961,2013p537961,2013-07-19T01:05:37.498,174.4277,-41.5613,5.0586,1.9417,M,automatic,20,,WEL(GNS_Primary),2013-07-19T01:09:08.522,POINT (174.42774 -41.561265)
quake.2013p537886,2013p537886,2013-07-19T00:25:58.741,174.4336,-41.5316,9.9219,1.9053,M,automatic,20,,WEL(GNS_Primary),2013-07-19T00:28:03.995,POINT (174.43359 -41.53162)
quake.2013p537847,2013p537847,2013-07-19T00:05:17,174.3842,-41.5642,15.0195,2.7513,M,automatic,48,,WEL(GNS_Primary),2013-07-19T00:07:18.888,POINT (174.38416 -41.564154)
quake.2013p537817,2013p537817,2013-07-18T23:49:23.622,174.4113,-41.547,17.832,2.7248,M,automatic,38,,WEL(GNS_Primary),2013-07-18T23:52:05.382,POINT (174.41132 -41.54702)
quake.2013p537809,2013p537809,2013-07-18T23:45:06.91,174.9448,-41.3995,24.1016,1.6697,M,automatic,12,,WEL(GNS_Primary),2013-07-18T23:46:47.202,POINT (174.94477 -41.399484)
quake.2013p537788,2013p537788,2013-07-18T23:33:43.203,174.4134,-41.5592,9.043,2.0305,M,automatic,24,,WEL(GNS_Primary),2013-07-18T23:35:33.324,POINT (174.4134 -41.559175)
quake.2013p537708,2013p537708,2013-07-18T22:51:05.939,174.4365,-41.5647,5.1172,1.4843,M,automatic,11,,WEL(GNS_Primary),2013-07-18T22:53:07.31,POINT (174.4365 -41.564651)
quake.2013p537678,2013p537678,2013-07-18T22:35:02.721,174.4103,-41.5539,12.6172,2.0808,M,automatic,23,,WEL(GNS_Primary),2013-07-18T22:38:25.949,POINT (174.41032 -41.553872)
quake.2013p537659,2013p537659,2013-07-18T22:25:04.236,174.4314,-41.5259,7.8564,3.0602,M,reviewed,30,,WEL(GNS_Primary),2013-07-18T23:37:20.45,POINT (174.43137 -41.525856)
quake.2013p537628,2013p537628,2013-07-18T22:08:30.311,174.3808,-41.5623,10.0668,3.5346,M,reviewed,28,,WEL(GNS_Primary),2013-07-18T23:39:55.492,POINT (174.38083 -41.562263)
quake.2013p537604,2013p537604,2013-07-18T21:55:46.631,174.4411,-41.5437,14.3164,2.4659,M,automatic,37,,WEL(GNS_Primary),2013-07-18T21:57:47.201,POINT (174.44108 -41.543725)
quake.2013p537599,2013p537599,2013-07-18T21:53:17.308,174.4002,-41.549,18.8281,2.5229,M,automatic,30,,WEL(GNS_Primary),2013-07-18T21:56:04.725,POINT (174.40024 -41.548988)
quake.2013p537595,2013p537595,2013-07-18T21:50:44.563,174.4391,-41.5376,7.6838,3.3497,M,reviewed,31,,WEL(GNS_Primary),2013-07-18T23:35:00.816,POINT (174.43909 -41.537605)
quake.2013p537589,2013p537589,2013-07-18T21:48:07.851,174.3819,-41.5689,15.8984,2.6481,M,automatic,30,,WEL(GNS_Primary),2013-07-18T21:51:22.407,POINT (174.38192 -41.568884)
quake.2013p537588,2013p537588,2013-07-18T21:47:16.517,174.4457,-41.5541,10.0391,2.38,M,automatic,27,,WEL(GNS_Primary),2013-07-18T21:50:20.12,POINT (174.44574 -41.55408)
quake.2013p537581,2013p537581,2013-07-18T21:43:15.698,174.361,-41.5749,18.0078,1.6153,M,automatic,11,,WEL(GNS_Primary),2013-07-18T21:44:52.206,POINT (174.361 -41.574941)
quake.2013p537572,2013p537572,2013-07-18T21:38:24.487,174.3939,-41.5607,17.7148,3.7352,M,reviewed,29,,WEL(GNS_Primary),2013-07-19T03:13:05.865,POINT (174.39391 -41.560687)
quake.2013p537568,2013p537568,2013-07-18T21:36:30.283,174.4183,-41.552,11.0938,2.16,M,automatic,25,,WEL(GNS_Primary),2013-07-18T21:40:13.985,POINT (174.41829 -41.552021)
quake.2013p537566,2013p537566,2013-07-18T21:35:20.76,174.1652,-41.2451,58.2031,1.4473,M,automatic,14,,WEL(GNS_Primary),2013-07-18T21:37:15.787,POINT (174.1652 -41.245106)
quake.2013p537559,2013p537559,2013-07-18T21:31:46.841,174.3998,-41.5391,8.5713,2.4826,M,reviewed,29,,WEL(GNS_Primary),2013-07-19T00:01:13.63,POINT (174.39978 -41.539082)
quake.2013p537551,2013p537551,2013-07-18T21:27:27.44,174.3956,-41.5568,12.1685,3.5205,M,reviewed,46,,WEL(GNS_Primary),2013-07-18T21:34:40.393,POINT (174.39557 -41.55682)
quake.2013p537545,2013p537545,2013-07-18T21:24:06.333,174.4419,-41.5381,15.1953,2.1109,M,automatic,24,,WEL(GNS_Primary),2013-07-18T21:29:52.414,POINT (174.44189 -41.538119)
quake.2013p537536,2013p537536,2013-07-18T21:19:37.652,174.4507,-41.5361,14.3164,2.5587,M,automatic,45,,WEL(GNS_Primary),2013-07-18T21:28:22.58,POINT (174.45066 -41.536084)
quake.2013p537530,2013p537530,2013-07-18T21:16:17.028,174.3973,-41.5689,14.1406,2.7651,M,automatic,23,,WEL(GNS_Primary),2013-07-18T21:27:11.351,POINT (174.39734 -41.56892)
quake.2013p537527,2013p537527,2013-07-18T21:14:27.866,174.414,-41.529,10.9766,2.6873,M,reviewed,34,,WEL(GNS_Primary),2013-07-18T21:31:38.287,POINT (174.41395 -41.528956)
quake.2013p537520,2013p537520,2013-07-18T21:11:06.246,174.7183,-41.392,11.6797,2.5306,M,automatic,11,,WEL(GNS_Primary),2013-07-18T21:12:32.817,POINT (174.71827 -41.39197)
quake.2013p537512,2013p537512,2013-07-18T21:06:39.07,174.408,-41.549,17.4805,5.7216,M,reviewed,32,,WEL(GNS_Primary),2013-07-21T23:17:19.51,POINT (174.40795 -41.549006)
quake.2013p537505,2013p537505,2013-07-18T21:03:16.722,174.4113,-41.5416,15.0195,2.8919,M,reviewed,26,,WEL(GNS_Primary),2013-07-19T03:14:56.731,POINT (174.41134 -41.541599)
quake.2013p537265,2013p537265,2013-07-18T18:55:18.337,174.5578,-41.7183,38.8672,1.7494,M,automatic,12,,WEL(GNS_Primary),2013-07-18T18:56:46.116,POINT (174.55782 -41.718343)
quake.2013p536830,2013p536830,2013-07-18T15:03:29.169,174.3752,-41.6463,5.8203,2.0667,M,automatic,21,,WEL(GNS_Primary),2013-07-18T15:05:32.958,POINT (174.37524 -41.646257)
quake.2013p535686,2013p535686,2013-07-18T04:53:36.103,174.7728,-41.6179,29.0234,2.0115,M,automatic,18,,WEL(GNS_Primary),2013-07-18T05:10:23.96,POINT (174.77278 -41.617908)
